,doi,display_name_author_fr,display_name_author_fr_utf8
6129,https://doi.org/10.1016/j.jconrel.2024.12.050,Benoit Jégo,benoit jego
6130,https://doi.org/10.1016/j.jip.2024.108125,Benoit Jobart,benoit jobart
6131,https://doi.org/10.1002/advs.202401573,Benoît Ladoux,benoit ladoux
6132,https://doi.org/10.1002/adem.202300728,Benoît Lagain,benoit lagain
6133,https://doi.org/10.1016/j.admp.2024.102805,Benoît Langard,benoit langard
6134,https://doi.org/10.1002/mp.15955,Benoît Larrat,benoit larrat
6135,https://doi.org/10.1016/j.cjca.2024.02.013,Benoît Lattuca,benoit lattuca
6136,https://doi.org/10.1016/j.jcrc.2024.154785,Benoit Lattucca,benoit lattucca
6137,https://doi.org/10.1016/j.jbspin.2024.105790,Benoît Le Goff,benoit le goff
6138,https://doi.org/10.1016/j.ejvs.2024.03.001,Benoît Lebas,benoit lebas
6139,https://doi.org/10.1002/pro.4327,Benoît Lefebvre,benoit lefebvre
6140,https://doi.org/10.1016/j.mtbio.2023.100581,Benoit Legoff,benoit legoff
6141,https://doi.org/10.1016/j.ijid.2022.04.008,Benoit Lemarié,benoit lemarie
6142,https://doi.org/10.1111/bjhp.12650,Benoît Lepage,benoit lepage
6143,https://doi.org/10.1002/ejic.202400244,Benoît Louis,benoit louis
6144,https://doi.org/10.1016/j.reprotox.2022.06.001,Benoît Loup,benoit loup
6145,https://doi.org/10.1111/ppl.14130,Benoît Ly Vu,benoit ly vu
6146,https://doi.org/10.1002/aelm.202300171,Benoît Manchon,benoit manchon
6147,https://doi.org/10.1002/eji.202249845,Benoît Manfroi,benoit manfroi
6148,https://doi.org/10.1016/j.jtherbio.2024.103996,Benoît Mauvieux,benoit mauvieux
6149,https://doi.org/10.1002/ajmg.a.62966,Benoît Mazel,benoit mazel
6150,https://doi.org/10.1016/j.ifset.2024.103771,Benoît Méléard,benoit meleard
6151,https://doi.org/10.1111/tpj.16564,Benoît Menand,benoit menand
6152,https://doi.org/10.1111/bjh.18547,Benoit Meunier,benoit meunier
6153,https://doi.org/10.1016/j.ijrefrig.2024.03.010,Benoît Michel,benoit michel
6154,https://doi.org/10.15252/embr.202357585,Benoît Miotto,benoit miotto
6155,https://doi.org/10.1111/ppa.14035,Benoit Monnereau,benoit monnereau
6156,https://doi.org/10.1016/j.pto.2024.01.001,Benoît Montalan,benoit montalan
6157,https://doi.org/10.1016/j.jpowsour.2024.236031,Benoît Mortemard de Boisse,benoit mortemard de boisse
6158,https://doi.org/10.1111/syen.12661,Benoît Nabholz,benoit nabholz
6159,https://doi.org/10.1016/j.oceram.2024.100554,Benoit Naït‐Ali,benoit naitali
6160,https://doi.org/10.1002/art.42561,Benoît Nespola,benoit nespola
6161,https://doi.org/10.1002/smll.202200414,Benoît P. Pichon,benoit p. pichon
6162,https://doi.org/10.1111/mec.16478,Benoît Perez‐Lamarque,benoit perezlamarque
6163,https://doi.org/10.1016/j.physbeh.2022.113751,Benoît Peuteman,benoit peuteman
6164,https://doi.org/10.1016/j.ygeno.2022.110411,Benoît Piégu,benoit piegu
6165,https://doi.org/10.1016/j.ijid.2024.107323,Benoît Pilmis,benoit pilmis
6166,https://doi.org/10.1016/j.ttbdis.2024.102390,Benoît Pisanu,benoit pisanu
6167,https://doi.org/10.1111/ctr.15288,Benoît Plaud,benoit plaud
6168,https://doi.org/10.1111/ppl.13673,Benoît Porcheron,benoit porcheron
6169,https://doi.org/10.1016/j.ecolmodel.2024.110975,Benoit Poss,benoit poss
6170,https://doi.org/10.1016/j.ejmp.2023.103145,Benoît Presles,benoit presles
6171,https://doi.org/10.1002/art.42289,Benoît Quinquis,benoit quinquis
6172,https://doi.org/10.1002/vrc2.915,Benoît Quintard,benoit quintard
6173,https://doi.org/10.1016/j.neuroimage.2023.119959,Benoit R. Cottereau,benoit r. cottereau
6174,https://doi.org/10.1016/j.agee.2022.108263,Benoît Ricci,benoit ricci
6175,https://doi.org/10.1016/j.media.2022.102355,Benoît Rosa,benoit rosa
6176,https://doi.org/10.1016/j.nbd.2023.106108,Benoît Rucheton,benoit rucheton
6177,https://doi.org/10.1016/j.nima.2022.166721,Benoît Sabot,benoit sabot
6178,https://doi.org/10.1016/j.abrep.2023.100510,Benoît Schreck,benoit schreck
6179,https://doi.org/10.1016/j.cmi.2022.12.014,Benoît Schwartz,benoit schwartz
6180,https://doi.org/10.1016/j.fjurol.2024.102592,Benoit Steenstrup,benoit steenstrup
6181,https://doi.org/10.1016/j.plaphy.2024.109363,Benoit St‐Pierre,benoit stpierre
6182,https://doi.org/10.1016/j.mtla.2022.101353,Benoît Ter-Ovanessian,benoit ter-ovanessian
6183,https://doi.org/10.1016/j.jhepr.2022.100614,Benoît Terris,benoit terris
6184,https://doi.org/10.1016/j.chest.2024.01.015,Benoît Tessoulin,benoit tessoulin
6185,https://doi.org/10.1002/hbm.26414,Benoît Testud,benoit testud
6186,https://doi.org/10.1002/hem3.70030,Benoît Tressières,benoit tressieres
6187,https://doi.org/10.1111/add.16484,Benoît Trojak,benoit trojak
6188,https://doi.org/10.1016/j.acvd.2024.02.011,Benoît Tyl,benoit tyl
6189,https://doi.org/10.1002/nbm.5041,Benoît Vernier,benoit vernier
6190,https://doi.org/10.1016/j.addma.2024.104231,Benoît Verquin,benoit verquin
6191,https://doi.org/10.15252/embj.2022112717,Benoît Vianay,benoit vianay
6192,https://doi.org/10.1016/j.marpolbul.2024.117433,Benoît Vincent,benoit vincent
6193,https://doi.org/10.1016/j.virusres.2022.198950,Benoît Visseaux,benoit visseaux
6194,https://doi.org/10.1016/j.ijdrr.2024.104932,Benoît Vittecoq,benoit vittecoq
6195,https://doi.org/10.1016/j.ijmedinf.2022.104980,Benoît Vivien,benoit vivien
6196,https://doi.org/10.1002/mds.29744,Benoît Vovard,benoit vovard
6197,https://doi.org/10.1111/emre.12653,Benoît Weil,benoit weil
6198,https://doi.org/10.1016/j.dib.2023.109038,Benoît Xuereb,benoit xuereb
6199,https://doi.org/10.1016/j.annonc.2023.05.005,Benoît You,benoit you
6200,https://doi.org/10.1002/esp.5767,Benoît Zerr,benoit zerr
6201,https://doi.org/10.1111/cdev.14124,Benoı̂st Schaal,benost schaal
6202,https://doi.org/10.1111/pcmr.13123,Benoı̂t Arveiler,benot arveiler
6203,https://doi.org/10.1111/ctr.14998,Benoı̂t Barrou,benot barrou
6204,https://doi.org/10.1016/j.jprot.2022.104489,Benoı̂t Bernay,benot bernay
6205,https://doi.org/10.1002/cplu.202300303,Benoı̂t Bertrand,benot bertrand
6206,https://doi.org/10.1002/art.42645,Benoı̂t Blanchet,benot blanchet
6207,https://doi.org/10.1002/pssr.202400129,Benoı̂t Charbonnier,benot charbonnier
6208,https://doi.org/10.1002/tcr.202300011,Benoı̂t Crousse,benot crousse
6209,https://doi.org/10.1002/edn3.554,Benoı̂t Dérijard,benot derijard
6210,https://doi.org/10.1016/j.jhydrol.2024.131801,Benoı̂t Dewandel,benot dewandel
6211,https://doi.org/10.1016/j.celrep.2024.113994,Benoı̂t Favier,benot favier
6212,https://doi.org/10.1002/adhm.202201474,Benoı̂t Frisch,benot frisch
6213,https://doi.org/10.1016/j.animal.2022.100683,Benoı̂t Graulet,benot graulet
6214,https://doi.org/10.1002/smll.202200414,Benoı̂t Heinrich,benot heinrich
6215,https://doi.org/10.1016/j.rse.2024.114401,Benoı̂t Laignel,benot laignel
6216,https://doi.org/10.1002/aenm.202203122,Benoı̂t Limoges,benot limoges
6217,https://doi.org/10.1016/j.therap.2024.03.004,Benôıt Marin,benot marin
6218,https://doi.org/10.1002/cbic.202400427,Benoı̂t Odaert,benot odaert
6219,https://doi.org/10.1016/j.gde.2023.102150,Benoı̂t Palancade,benot palancade
6220,https://doi.org/10.1016/j.jde.2024.01.017,Benoı̂t Perthame,benot perthame
6221,https://doi.org/10.1002/ecy.4369,Benôıt Pichon,benot pichon
6222,https://doi.org/10.1002/admt.202200300,Benoı̂t Piro,benot piro
6223,https://doi.org/10.1016/j.jogoh.2022.102509,Benoı̂t Salanave,benot salanave
6224,https://doi.org/10.1016/j.carbon.2024.119224,Benoı̂t Schoefs,benot schoefs
6225,https://doi.org/10.1016/j.cmi.2022.05.004,Benoı̂t Valot,benot valot
6226,https://doi.org/10.1016/j.triboint.2024.109762,Benyebka Bou‐Saïd,benyebka bousaid
6227,https://doi.org/10.1016/j.dib.2023.109784,Béra Ley‐Ngardigal,bera leyngardigal
6228,https://doi.org/10.1002/ana.26670,Béranger Lekens,beranger lekens
6229,https://doi.org/10.1002/ccr3.7918,Bérangère Arnould,berangere arnould
6230,https://doi.org/10.1002/ijgo.14438,Bérangère Baricault,berangere baricault
6231,https://doi.org/10.1111/jerd.13182,Bérangère Cournault,berangere cournault
6232,https://doi.org/10.1016/j.parkreldis.2022.05.007,Bérangère Debilly,berangere debilly
6233,https://doi.org/10.1002/adfm.202403912,Bérangère Hyot,berangere hyot
6234,https://doi.org/10.1016/j.ehb.2024.101404,Bérangère Legendre,berangere legendre
6235,https://doi.org/10.1016/j.indcrop.2024.118654,Bérangère Lesaint,berangere lesaint
6236,https://doi.org/10.1016/j.quascirev.2024.108602,Bérangère Leys,berangere leys
6237,https://doi.org/10.1016/j.esmoop.2024.103602,Berangère Narciso,berangere narciso
6238,https://doi.org/10.1111/bjh.18915,Bérangère S. Joly,berangere s. joly
6239,https://doi.org/10.1016/j.jpsychires.2024.06.053,Bérangère Thirioux,berangere thirioux
6240,https://doi.org/10.1002/fld.5344,Bérenger Bramas,berenger bramas
6241,https://doi.org/10.1016/j.biopha.2022.112807,Bérenger Largeau,berenger largeau
6242,https://doi.org/10.1016/j.lpm.2024.104223,Bérengère Bachelet,berengere bachelet
6243,https://doi.org/10.1002/gcc.23091,Bérengère Dadone‐Montaudie,berengere dadonemontaudie
6244,https://doi.org/10.1111/apa.17137,Bérengère François‐Garret,berengere francoisgarret
6245,https://doi.org/10.1111/bjh.19584,Bérengère Fromy,berengere fromy
6246,https://doi.org/10.1111/ics.12808,Bérengère Granger,berengere granger
6247,https://doi.org/10.1002/aur.2838,Bérengère Guillery‐Girard,berengere guillerygirard
6248,https://doi.org/10.1016/j.jpeds.2024.114369,Bérengère Jarry,berengere jarry
6249,https://doi.org/10.1111/bjh.18586,Bérengère Koehl,berengere koehl
6250,https://doi.org/10.1111/jdv.19901,Bérengère Langellier,berengere langellier
6251,https://doi.org/10.1016/j.fsir.2022.100272,Bérengère Saliba‐Serre,berengere salibaserre
6252,https://doi.org/10.1016/j.biomaterials.2024.122721,Bérengère Villeret,berengere villeret
6253,https://doi.org/10.1016/j.animal.2024.101320,Bérénice Bois,berenice bois
6254,https://doi.org/10.1016/j.bulcan.2024.04.004,Bérénice Collineau,berenice collineau
6255,https://doi.org/10.1016/j.gene.2024.148734,Bérénice Herve,berenice herve
6256,https://doi.org/10.1016/j.mex.2024.102666,Bérénice Houinsou-Houssou,berenice houinsou-houssou
6257,https://doi.org/10.1111/syen.12661,Bérénice J. Lafon,berenice j. lafon
6258,https://doi.org/10.1002/mdc3.14289,Bérénice Lecardonnel,berenice lecardonnel
6259,https://doi.org/10.1053/j.jvca.2023.11.025,Bérénice Puech,berenice puech
6260,https://doi.org/10.1016/j.jnutbio.2023.109334,Bérénice Ségrestin,berenice segrestin
6261,https://doi.org/10.1016/j.jcrc.2024.155007,Bérénice Tiquet,berenice tiquet
6262,https://doi.org/10.1016/j.gim.2024.101120,Bérénice Toutain,berenice toutain
6263,https://doi.org/10.1016/j.renene.2024.120186,Berk Celik,berk celik
6264,https://doi.org/10.1002/hsr2.70052,Bernadach Maureen,bernadach maureen
6265,https://doi.org/10.1002/alz.14169,Bernadette Allinquant,bernadette allinquant
6266,https://doi.org/10.1016/j.ctro.2024.100804,Bernadette de Rauglaudre,bernadette de rauglaudre
6267,https://doi.org/10.1002/macp.202100439,Bernadette Graff,bernadette graff
6268,https://doi.org/10.1016/j.sedgeo.2024.106728,Bernadette Tessier,bernadette tessier
6269,https://doi.org/10.1016/j.mvr.2024.104687,Bernard Allaouchiche,bernard allaouchiche
6270,https://doi.org/10.1016/j.actamat.2024.119863,Bernard Amadon,bernard amadon
6271,https://doi.org/10.1111/ics.12904,Bernard Angeletti,bernard angeletti
6272,https://doi.org/10.1002/jsid.2012,Bernard Aventurier,bernard aventurier
6273,https://doi.org/10.1016/j.geoderma.2024.116818,Bernard Barthès,bernard barthes
6274,https://doi.org/10.1002/mame.202300344,Bernard Bayard,bernard bayard
6275,https://doi.org/10.1002/mp.17560,Bernard Bayle,bernard bayle
6276,https://doi.org/10.1016/j.jhepr.2023.100844,Bernard Bénichou,bernard benichou
6277,https://doi.org/10.1002/adsc.202400527,Bernard Bessières,bernard bessieres
6278,https://doi.org/10.1002/hon.3189,Bernard Bonnotte,bernard bonnotte
6279,https://doi.org/10.1016/j.icarus.2022.115143,Bernard Bourdon,bernard bourdon
6280,https://doi.org/10.1111/sdi.13092,Bernard Canaud,bernard canaud
6281,https://doi.org/10.1016/j.accpm.2024.101388,Bernard Cholley,bernard cholley
6282,https://doi.org/10.1016/j.heliyon.2024.e24881,Bernard Clary,bernard clary
6283,https://doi.org/10.1002/art.42162,Bernard Combe,bernard combe
6284,https://doi.org/10.1016/j.jbspin.2021.105340,Bernard Cortet,bernard cortet
6285,https://doi.org/10.1016/j.jcs.2023.103707,Bernard Cuq,bernard cuq
6286,https://doi.org/10.1111/tbed.14663,Bernard Davoust,bernard davoust
6287,https://doi.org/10.15252/embj.2023113866,Bernard de Massy,bernard de massy
6288,https://doi.org/10.1016/j.jormas.2024.102113,Bernard Devauchelle,bernard devauchelle
6289,https://doi.org/10.1016/j.phrs.2023.106770,Bernard Do,bernard do
6290,https://doi.org/10.1002/ajh.27137,Bernard Drénou,bernard drenou
6291,https://doi.org/10.1111/tbed.14562,Bernard Durand,bernard durand
6292,https://doi.org/10.1002/jmri.28543,Bernard E. Van Beers,bernard e. van beers
6293,https://doi.org/10.1016/j.esmoop.2024.103602,Bernard Escudier,bernard escudier
6294,https://doi.org/10.1111/sed.13050,Bernard Fanget,bernard fanget
6295,https://doi.org/10.1111/tmi.14053,Bernard Fortune Melingui,bernard fortune melingui
6296,https://doi.org/10.1111/fcp.12951,Bernard Fromenty,bernard fromenty
6297,https://doi.org/10.1016/j.marpolbul.2023.115619,Bernard Gentili,bernard gentili
6298,https://doi.org/10.1016/j.pneurobio.2022.102246,Bernard Gény,bernard geny
6299,https://doi.org/10.1002/pssb.202400215,Bernard Gil,bernard gil
6300,https://doi.org/10.1111/epi.17310,Bernard Giusiano,bernard giusiano
6301,https://doi.org/10.1016/j.chemer.2022.125903,Bernard Gratuze,bernard gratuze
6302,https://doi.org/10.1016/j.cnd.2024.01.001,Bernard Guy-Grand,bernard guy-grand
6303,https://doi.org/10.1002/advs.202304454,Bernard Haye,bernard haye
6304,https://doi.org/10.1002/cnm.3685,Bernard Helou,bernard helou
6305,https://doi.org/10.1016/j.semcdb.2022.03.005,Bernard Henrissat,bernard henrissat
6306,https://doi.org/10.1111/gfs.12588,Bernard Hubert,bernard hubert
6307,https://doi.org/10.1016/j.ecolind.2024.111857,Bernard Hugueny,bernard hugueny
6308,https://doi.org/10.1111/jne.13262,Bernard Iung,bernard iung
6309,https://doi.org/10.1016/j.envint.2023.108299,Bernard Jégou,bernard jegou
6310,https://doi.org/10.1016/j.jcrc.2024.154785,Bernard Jouve,bernard jouve
6311,https://doi.org/10.1016/j.mlwa.2022.100422,Bernard Kamsu-Foguem,bernard kamsu-foguem
6312,https://doi.org/10.1111/een.13339,Bernard Kaufmann,bernard kaufmann
6313,https://doi.org/10.1002/jmv.28102,Bernard La Scola,bernard la scola
6314,https://doi.org/10.1016/j.dib.2023.109557,Bernard Ladouche,bernard ladouche
6315,https://doi.org/10.1002/gps.5713,Bernard Laurent,bernard laurent
6316,https://doi.org/10.1002/gea.21970,Bernard Le Gall,bernard le gall
6317,https://doi.org/10.1111/1911-3846.12944,Bernard Léca,bernard leca
6318,https://doi.org/10.1016/j.sna.2024.115652,Bernard Legrand,bernard legrand
6319,https://doi.org/10.1002/qj.4793,Bernard Legras,bernard legras
6320,https://doi.org/10.1002/aenm.202103348,Bernard Lestriez,bernard lestriez
6321,https://doi.org/10.1016/j.jecp.2022.105448,Bernard Lété,bernard lete
6322,https://doi.org/10.1016/j.amcp.2024.02.003,Bernard Lévy,bernard levy
6323,https://doi.org/10.1002/cbic.202100658,Bernard Lotz,bernard lotz
6324,https://doi.org/10.1016/j.ejps.2023.106670,Bernard Maillère,bernard maillere
6325,https://doi.org/10.1016/j.euo.2024.03.003,Bernard Malavaud,bernard malavaud
6326,https://doi.org/10.1111/all.16369,Bernard Malissen,bernard malissen
6327,https://doi.org/10.1002/spp2.1599,Bernard Marandat,bernard marandat
6328,https://doi.org/10.1002/wrna.1736,Bernard Mari,bernard mari
6329,https://doi.org/10.1002/eji.202350901,Bernard Martinet,bernard martinet
6330,https://doi.org/10.1002/pc.26575,Bernard Miranda Campos,bernard miranda campos
6331,https://doi.org/10.1002/arch.21913,Bernard Moussian,bernard moussian
6332,https://doi.org/10.1016/j.scitotenv.2024.177607,Bernard Nicolardot,bernard nicolardot
6333,https://doi.org/10.1016/j.corsci.2024.112135,Bernard Normand,bernard normand
6334,https://doi.org/10.1111/mec.16630,Bernard Onno,bernard onno
6335,https://doi.org/10.1002/erv.3030,Bernard Pachoud,bernard pachoud
6336,https://doi.org/10.1016/j.thromres.2022.10.008,Bernard Payrastre,bernard payrastre
6337,https://doi.org/10.1002/aelm.202101335,Bernard Pélissier,bernard pelissier
6338,https://doi.org/10.1016/j.jeurceramsoc.2024.01.039,Bernard Plano,bernard plano
6339,https://doi.org/10.1016/j.carres.2024.109243,Bernard Priem,bernard priem
6340,https://doi.org/10.1016/j.bmcl.2024.129938,Bernard Refouvelet,bernard refouvelet
6341,https://doi.org/10.1016/j.mtadv.2024.100500,Bernard Rémy,bernard remy
6342,https://doi.org/10.1016/j.mtla.2024.102167,Bernard Rouat,bernard rouat
6343,https://doi.org/10.1111/bcp.15536,Bernard Royer,bernard royer
6344,https://doi.org/10.1016/j.jebo.2024.106825,Bernard Ruffieux,bernard ruffieux
6345,https://doi.org/10.15252/embj.2022110844,Bernard S. López,bernard s. lopez
6346,https://doi.org/10.1002/mds.29124,Bernard Sablonnière,bernard sablonniere
6347,https://doi.org/10.1016/j.geothermics.2024.102956,Bernard Sanjuan,bernard sanjuan
6348,https://doi.org/10.1111/jerd.12988,Bernard Senger,bernard senger
6349,https://doi.org/10.1016/j.animal.2023.100758,Bernard Sepchat,bernard sepchat
6350,https://doi.org/10.1016/j.jpowsour.2024.236031,Bernard Simon,bernard simon
6351,https://doi.org/10.1016/j.jand.2024.02.015,Bernard Srour,bernard srour
6352,https://doi.org/10.1111/hae.15020,Bernard Tardy,bernard tardy
6353,https://doi.org/10.1016/j.electacta.2024.144307,Bernard Tribollet,bernard tribollet
6354,https://doi.org/10.1016/j.ecolind.2024.112182,Bernard Yannou,bernard yannou
6355,https://doi.org/10.1016/j.psj.2024.103997,Bernardi Ophélie,bernardi ophelie
6356,https://doi.org/10.1016/j.mex.2024.102794,Bernd Schöllhorn,bernd schollhorn
6357,https://doi.org/10.1016/j.dib.2022.108376,Bernhard Gschloessl,bernhard gschloessl
6358,https://doi.org/10.1112/blms.13065,Bernhard Reinke,bernhard reinke
6359,https://doi.org/10.1111/all.15388,Bernhard Ryffel,bernhard ryffel
6360,https://doi.org/10.1111/1755-0998.13735,Bert Van Bocxlaer,bert van bocxlaer
6361,https://doi.org/10.15252/embr.202255470,Bertha Cecilia Ramírez,bertha cecilia ramirez
6362,https://doi.org/10.1002/cctc.202201409,Bertha Farah,bertha farah
6363,https://doi.org/10.1016/j.geomorph.2024.109126,Bertil Hébert,bertil hebert
6364,https://doi.org/10.1111/obr.13601,Bertille Daran,bertille daran
6365,https://doi.org/10.1016/j.xhgg.2024.100271,Bertille Montibus,bertille montibus
6366,https://doi.org/10.1016/j.oraloncology.2024.107072,Bertille Segier,bertille segier
6367,https://doi.org/10.1111/psyp.14171,Bertille Somon,bertille somon
6368,https://doi.org/10.1111/apha.14090,Bertrad Kaeffer,bertrad kaeffer
6369,https://doi.org/10.1111/bjh.19505,Bertrand Arnulf,bertrand arnulf
6370,https://doi.org/10.1111/ene.16291,Bertrand Audoin,bertrand audoin
6371,https://doi.org/10.1111/tpj.15991,Bertrand Beauvoit,bertrand beauvoit
6372,https://doi.org/10.1016/j.envpol.2022.120719,Bertrand Bessagnet,bertrand bessagnet
6373,https://doi.org/10.1016/j.compbiomed.2024.108927,Bertrand Bisch,bertrand bisch
6374,https://doi.org/10.1016/j.rtbm.2024.101110,Bertrand Blancheton,bertrand blancheton
6375,https://doi.org/10.1111/zph.13198,Bertrand Boson,bertrand boson
6376,https://doi.org/10.1016/j.neurad.2024.101235,Bertrand Bourre,bertrand bourre
6377,https://doi.org/10.1002/jex2.145,Bertrand Brassart,bertrand brassart
6378,https://doi.org/10.1002/chir.23537,Bertrand Carboni,bertrand carboni
6379,https://doi.org/10.1016/j.scr.2021.102647,Bertrand Cariou,bertrand cariou
6380,https://doi.org/10.1002/fld.5116,Bertrand Carissimo,bertrand carissimo
6381,https://doi.org/10.1111/codi.16695,Bertrand Célérier,bertrand celerier
6382,https://doi.org/10.1155/2023/5542497,Bertrand Chardonnet,bertrand chardonnet
6383,https://doi.org/10.1016/j.jclepro.2024.142927,Bertrand Charrier,bertrand charrier
6384,https://doi.org/10.1002/ajmg.a.63133,Bertrand Chesneau,bertrand chesneau
6385,https://doi.org/10.1016/j.bbadis.2024.167516,Bertrand Collin,bertrand collin
6386,https://doi.org/10.1016/j.jseint.2022.08.005,Bertrand Coulet,bertrand coulet
6387,https://doi.org/10.1111/brv.12971,Bertrand Daignan‐Fornier,bertrand daignanfornier
6388,https://doi.org/10.1016/j.conctc.2023.101146,Bertrand Décaudin,bertrand decaudin
6389,https://doi.org/10.1016/j.jag.2023.103582,Bertrand Decharme,bertrand decharme
6390,https://doi.org/10.1002/mds.29309,Bertrand Degos,bertrand degos
6391,https://doi.org/10.1016/j.mmcr.2022.06.003,Bertrand Dévigne,bertrand devigne
6392,https://doi.org/10.1002/chem.202400296,Bertrand Donnio,bertrand donnio
6393,https://doi.org/10.1016/j.hal.2022.102285,Bertrand Ducos,bertrand ducos
6394,https://doi.org/10.1016/j.applanim.2022.105652,Bertrand Dumont,bertrand dumont
6395,https://doi.org/10.1002/jmv.29836,Bertrand Dunogué,bertrand dunogue
6396,https://doi.org/10.1016/j.ekir.2024.01.048,Bertrand Dussol,bertrand dussol
6397,https://doi.org/10.1111/andr.13485,Bertrand Evrard,bertrand evrard
6398,https://doi.org/10.1016/j.ejca.2024.113571,Bertrand Favier,bertrand favier
6399,https://doi.org/10.1016/j.heliyon.2022.e11630,Bertrand Fougère,bertrand fougere
6400,https://doi.org/10.1016/j.biochi.2022.03.006,Bertrand Friguet,bertrand friguet
6401,https://doi.org/10.1111/tpj.16134,Bertrand Gakière,bertrand gakiere
6402,https://doi.org/10.1002/adhm.202303765,Bertrand Garbay,bertrand garbay
6403,https://doi.org/10.1002/mds.29752,Bertrand Gaymard,bertrand gaymard
6404,https://doi.org/10.1111/ejh.13858,Bertrand Godeau,bertrand godeau
6405,https://doi.org/10.1002/admi.202200304,Bertrand Goudeau,bertrand goudeau
6406,https://doi.org/10.1016/j.qref.2024.01.007,Bertrand Groslambert,bertrand groslambert
6407,https://doi.org/10.1111/gcb.16394,Bertrand Guenet,bertrand guenet
6408,https://doi.org/10.1111/ter.12619,Bertrand Guillier,bertrand guillier
6409,https://doi.org/10.1016/j.jece.2024.112107,Bertrand Heidinger,bertrand heidinger
6410,https://doi.org/10.1016/j.lanepe.2024.101006,Bertrand Hémon,bertrand hemon
6411,https://doi.org/10.1016/j.resuscitation.2023.109801,Bertrand Hermann,bertrand hermann
6412,https://doi.org/10.1002/ajmg.a.63041,Bertrand Isidor,bertrand isidor
6413,https://doi.org/10.1111/apha.14133,Bertrand Kaeffer,bertrand kaeffer
6414,https://doi.org/10.1016/j.kint.2023.05.006,Bertrand Knebelmann,bertrand knebelmann
6415,https://doi.org/10.1016/j.jveb.2021.05.005,Bertrand L. Deputte,bertrand l. deputte
6416,https://doi.org/10.1111/ene.15759,Bertrand Lapergue,bertrand lapergue
6417,https://doi.org/10.1016/j.jmapro.2024.02.063,Bertrand Laratte,bertrand laratte
6418,https://doi.org/10.1002/smtd.202301343,Bertrand Lavédrine,bertrand lavedrine
6419,https://doi.org/10.1016/j.palaeo.2023.111592,Bertrand Lefèbvre,bertrand lefebvre
6420,https://doi.org/10.1002/chir.23528,Bertrand Lefeuvre,bertrand lefeuvre
6421,https://doi.org/10.1002/jimd.12819,Bertrand Lefrère,bertrand lefrere
6422,https://doi.org/10.1002/cmdc.202400151,Bertrand Liagre,bertrand liagre
6423,https://doi.org/10.1111/nph.19857,Bertrand Limier,bertrand limier
6424,https://doi.org/10.1016/j.scitotenv.2024.175259,Bertrand Lubac,bertrand lubac
6425,https://doi.org/10.1002/nag.3652,Bertrand Maillot,bertrand maillot
6426,https://doi.org/10.1016/j.carpath.2024.107674,Bertrand Marcheix,bertrand marcheix
6427,https://doi.org/10.1016/j.neuroimage.2022.119116,Bertrand Mathon,bertrand mathon
6428,https://doi.org/10.1016/j.jcp.2024.112861,Bertrand Maury,bertrand maury
6429,https://doi.org/10.1016/j.datak.2024.102303,Bertrand Mazure,bertrand mazure
6430,https://doi.org/10.1016/j.psj.2023.102613,Bertrand Méda,bertrand meda
6431,https://doi.org/10.1016/j.xcrm.2024.101482,Bertrand Meresse,bertrand meresse
6432,https://doi.org/10.1111/his.15344,Bertrand Nadel,bertrand nadel
6433,https://doi.org/10.1016/j.ygeno.2023.110780,Bertrand Pain,bertrand pain
6434,https://doi.org/10.1016/j.diabet.2022.101391,Bertrand Perret,bertrand perret
6435,https://doi.org/10.1002/ehf2.14624,Bertrand Pierre,bertrand pierre
6436,https://doi.org/10.1016/j.bulcan.2024.08.003,Bertrand Porro,bertrand porro
6437,https://doi.org/10.1002/sstr.202400276,Bertrand Rebière,bertrand rebiere
6438,https://doi.org/10.1002/chem.202202260,Bertrand Reuillard,bertrand reuillard
6439,https://doi.org/10.1016/j.aap.2024.107793,Bertrand Richard,bertrand richard
6440,https://doi.org/10.1016/j.engappai.2024.109552,Bertrand Rose,bertrand rose
6441,https://doi.org/10.1016/j.rpth.2023.100130,Bertrand Roussel,bertrand roussel
6442,https://doi.org/10.1016/j.accpm.2024.101388,Bertrand Rozec,bertrand rozec
6443,https://doi.org/10.1016/j.gfs.2023.100711,Bertrand Schmitt,bertrand schmitt
6444,https://doi.org/10.1111/mec.17257,Bertrand Servin,bertrand servin
6445,https://doi.org/10.1016/j.ekir.2022.09.006,Bertrand Souweine,bertrand souweine
6446,https://doi.org/10.1002/mgg3.2219,Bertrand Stos,bertrand stos
6447,https://doi.org/10.1016/j.transproceed.2024.08.033,Bertrand Suc,bertrand suc
6448,https://doi.org/10.1016/j.neuroimage.2022.119492,Bertrand Thirion,bertrand thirion
6449,https://doi.org/10.1111/codi.16211,Bertrand Trilling,bertrand trilling
6450,https://doi.org/10.1002/adma.202206688,Bertrand Vileno,bertrand vileno
6451,https://doi.org/10.1016/j.scitotenv.2022.153431,Bertrand Villeneuve,bertrand villeneuve
6452,https://doi.org/10.1002/aelm.202300171,Bertrand Vilquin,bertrand vilquin
6453,https://doi.org/10.1111/jfb.15507,Bertrand Wendling,bertrand wendling
6454,https://doi.org/10.1016/j.rsase.2024.101241,Bertrand Ygorra,bertrand ygorra
6455,https://doi.org/10.1002/ejhf.2754,Beth A. Davison,beth a. davison
