,id,display_name,hierarchy_level,parent_publisher
0,https://openalex.org/P4310320990,Elsevier BV,0.0,
1,https://openalex.org/P4310320595,Wiley,0.0,
2,https://openalex.org/P4310319900,Springer Science+Business Media,1.0,Springer Nature
3,https://openalex.org/P4310311648,Oxford University Press,1.0,University of Oxford
4,https://openalex.org/P4310320547,Taylor & Francis,0.0,
5,https://openalex.org/P4310320017,SAGE Publishing,0.0,
6,https://openalex.org/P4310311721,Cambridge University Press,1.0,University of Cambridge
7,https://openalex.org/P4310315671,Lippincott Williams & Wilkins,1.0,Wolters Kluwer
8,https://openalex.org/P4310319965,Springer Nature,0.0,
9,https://openalex.org/P4310319750,Japan Society of Medical Entomology and Zoology,0.0,
10,https://openalex.org/P4310320006,American Chemical Society,0.0,
11,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,0.0,
12,https://openalex.org/P4310319808,Institute of Electrical and Electronics Engineers,0.0,
13,https://openalex.org/P4310319908,Nature Portfolio,1.0,Springer Nature
14,https://openalex.org/P4310320083,IOP Publishing,1.0,Institute of Physics
15,https://openalex.org/P4310320257,American Institute of Physics,0.0,
16,https://openalex.org/P4310320556,Royal Society of Chemistry,0.0,
17,https://openalex.org/P4310319945,BMJ,0.0,
18,https://openalex.org/P4310313990,De Gruyter,0.0,
19,https://openalex.org/P4310320261,American Physical Society,0.0,
20,https://openalex.org/P4310320256,BioMed Central,1.0,Springer Nature
21,https://openalex.org/P4310320527,Frontiers Media,0.0,
22,https://openalex.org/P4310320259,American Medical Association,0.0,
23,https://openalex.org/P4310320000,Thieme Medical Publishers (Germany),0.0,
24,https://openalex.org/P4310319811,Emerald Publishing Limited,0.0,
25,https://openalex.org/P4310311669,Institute of Physics,0.0,
26,https://openalex.org/P4310315543,SPIE,0.0,
27,https://openalex.org/P4310319972,Springer International Publishing,1.0,Springer Nature
28,https://openalex.org/P4310319847,Routledge,0.0,
29,https://openalex.org/P4310315672,University of Chicago Press,1.0,University of Chicago
30,https://openalex.org/P4310315823,American Association for the Advancement of Science,0.0,
31,https://openalex.org/P4310319703,Palgrave Macmillan,1.0,Springer Nature
32,https://openalex.org/P4310317839,Trans Tech Publications,0.0,
33,https://openalex.org/P4310315706,Public Library of Science,0.0,
34,https://openalex.org/P4310317820,Karger Publishers,0.0,
35,https://openalex.org/P4310319869,Hindawi Publishing Corporation,0.0,
36,https://openalex.org/P4310319815,World Scientific,0.0,
37,https://openalex.org/P4310320448,Medknow,1.0,Wolters Kluwer
38,https://openalex.org/P4310320262,American Psychological Association,0.0,
39,https://openalex.org/P4310319748,EDP Sciences,0.0,
40,https://openalex.org/P4310320330,"Adis, Springer Healthcare",1.0,Springer Nature
41,https://openalex.org/P4320800525,Chinese Medical Association,0.0,
42,https://openalex.org/P4310316492,Princeton University Press,0.0,
43,https://openalex.org/P4310320263,American Society for Microbiology,0.0,
44,https://openalex.org/P4310320561,Brill,0.0,
45,https://openalex.org/P4310313571,Japan Society Mechanical Engineers,0.0,
46,https://openalex.org/P4310319982,Science Press,0.0,
47,https://openalex.org/P4310315679,Optica Publishing Group,0.0,
48,https://openalex.org/P4310320004,Transcript Verlag,0.0,
49,https://openalex.org/P4310320424,IGI Global,0.0,
50,https://openalex.org/P4310320239,Massachusetts Medical Society,0.0,
51,https://openalex.org/P4310318547,Wolters Kluwer,0.0,
52,https://openalex.org/P4310321135,Georg Thieme Verlag,1.0,Thieme Medical Publishers (Germany)
53,https://openalex.org/P4310320273,American Association for Cancer Research,0.0,
54,https://openalex.org/P4310319939,Nomos,0.0,
55,https://openalex.org/P4310320108,Springer Nature (Netherlands),1.0,Springer Nature
56,https://openalex.org/P4310320443,"Mary Ann Liebert, Inc.",0.0,
57,https://openalex.org/P4310320517,University of Toronto Press,1.0,University of Toronto
58,https://openalex.org/P4310316146,Association of College and Research Libraries,1.0,American Library Association
59,https://openalex.org/P4310315678,Johns Hopkins University Press,1.0,Johns Hopkins University
60,https://openalex.org/P4310315698,Duke University Press,1.0,Duke University
61,https://openalex.org/P4310315747,American Society of Civil Engineers,0.0,
62,https://openalex.org/P4310320466,OMICS Publishing Group,0.0,
63,https://openalex.org/P4310311714,Institution of Engineering and Technology,0.0,
64,https://openalex.org/P4310317825,Inderscience Publishers,0.0,
65,https://openalex.org/P4310320353,Edward Elgar Publishing,0.0,
66,https://openalex.org/P4310319986,Springer VS,1.0,Springer Nature
67,https://openalex.org/P4310320232,Organization for Economic Cooperation and Development,0.0,
68,https://openalex.org/P4310318577,IOS Press,0.0,
69,https://openalex.org/P4310320226,Acoustical Society of America,0.0,
70,https://openalex.org/P4310315809,American Geophysical Union,0.0,
71,https://openalex.org/P4310315718,The MIT Press,0.0,
72,https://openalex.org/P4310320052,National Academy of Sciences,0.0,
73,https://openalex.org/P4310320322,De Gruyter Open,1.0,De Gruyter
74,https://openalex.org/P4310321776,United Nations,0.0,
75,https://openalex.org/P4310316053,ASM International,0.0,
76,https://openalex.org/P4310319798,Association for Computing Machinery,0.0,
77,https://openalex.org/P4310320079,Bentham Science Publishers,0.0,
78,https://openalex.org/P4310320189,Edinburgh University Press,0.0,
79,https://openalex.org/P4320800644,Japan Neurosurgical Society,0.0,
80,https://openalex.org/P4310315711,Harvard University Press,1.0,Harvard University
81,https://openalex.org/P4310320449,Informa,0.0,
82,https://openalex.org/P4310315693,University of California Press,0.0,
83,https://openalex.org/P4310315719,American Mathematical Society,0.0,
84,https://openalex.org/P4310315739,Yale University Press,0.0,
85,https://openalex.org/P4310320480,Scientific Research Publishing,0.0,
86,https://openalex.org/P4310321297,Royal College of Nursing,0.0,
87,https://openalex.org/P4310320146,Pergamon Press,0.0,
88,https://openalex.org/P4310320402,John Benjamins Publishing Company,0.0,
89,https://openalex.org/P4310320260,American Meteorological Society,0.0,
90,https://openalex.org/P4310320155,American Physiological Society,0.0,
91,https://openalex.org/P4310320440,Peter Lang,0.0,
92,https://openalex.org/P4310315703,Philosophy Documentation Center,0.0,
93,https://openalex.org/P4310313060,NRC Research Press,0.0,
94,https://openalex.org/P4310311608,Portland Press,1.0,Biochemical Society
95,https://openalex.org/P4310321950,Cadmus Press,0.0,
96,https://openalex.org/P4310319787,Royal Society,0.0,
