affiliation_id,is_france,failed
60089931,False,
114689445,True,
60026612,False,
60016147,False,
100588390,True,
60014849,True,
113046178,True,
118137538,True,
60114206,False,
60138538,True,
124532441,True,
60189156,True,
122470394,True,
60009686,True,
120183138,True,
60003668,False,
60009201,True,
60110967,True,
115099475,False,
115587110,True,
107146157,True,
60276156,True,
60107120,True,
60107047,True,
60210144,True,
60117425,False,
60136279,True,
108042787,True,
116544780,True,
115001199,True,
114064145,True,
60274827,True,
60126115,True,
128910610,True,
60025005,True,
60152345,False,
60027335,True,
60206572,True,
60079887,False,
60030612,False,
128354703,True,
60105502,True,
105624504,True,
60024805,False,
60123696,True,
60015682,False,
118063547,True,
60106328,True,
114865627,True,
100636059,True,
60002200,False,
60106800,True,
115777567,True,
60108276,True,
60007249,False,
106340292,True,
60122452,True,
60112062,True,
60009295,False,
60071556,False,
101256589,False,
60027142,False,
127774792,True,
60026810,False,
60108199,True,
60007893,False,
60023053,False,
113182526,True,
60073296,True,
123348107,False,
106336223,True,
60112070,True,
100432455,True,
126659100,False,
60091638,False,
60025084,False,
60187507,True,
60105562,True,
60120792,True,
60021227,False,
60121644,False,
60277242,True,
60004967,True,
60030342,True,
60107175,True,
60321802,True,
60009982,False,
60016940,False,
60264710,True,
128833003,True,
116138263,True,
60009851,False,
60022520,False,
60187504,True,
60072947,True,
60095925,True,
60072611,False,
60072617,False,
60026968,True,
60106023,True,
128064252,True,
60209558,True,
112842098,False,
114154038,True,
60026007,True,
60157998,True,
113910019,True,
100392155,True,
126685880,True,
60018487,True,
60026660,True,
60042765,False,
60107117,True,
60268804,False,
111895754,True,
60013727,True,
60105773,True,
60101367,True,
60110548,False,
116350310,True,
60068751,False,
60106982,True,
60273628,False,
129101910,False,
60019496,False,
60017592,False,
100800463,True,
100610420,True,
60029929,False,
105810057,False,
60010679,False,
60112024,True,
60108183,True,
115780255,True,
60105514,True,
60123637,True,
60002573,False,
60104081,True,
60192082,False,
60105620,True,
60016640,False,
60108465,False,
60015148,True,
60029989,True,
60024209,True,
60013609,False,
60106310,True,
60028770,True,
60105672,True,
60020486,False,
60006297,False,
60071412,False,
116404952,True,
60013052,False,
60008950,False,
60010396,False,
60016529,False,
60018208,False,
60105596,True,
60018205,False,
60109179,True,
123176391,True,
100664588,True,
60024615,False,
60020650,False,
60281026,False,
60109415,True,
100948758,True,
122548253,True,
60068749,False,
122564927,True,
60030491,True,
60112043,True,
60011464,True,
60026905,False,
60083966,True,
60002009,False,
60002060,True,
117232504,True,
60204131,True,
60069706,False,
60004885,True,
60134788,True,
60126109,True,
